Epoch,Loss_D,Loss_G,Score_D,Score_G,Train_PSNR,Train_SSIM,PSNR,SSIM
1,0.9289588499069213,0.04786817118525505,0.4517063021659851,0.3475689601898193,14.107795274615517,0.32171815156936645,15.04995618748315,0.19839078657329082
2,0.6324275159835815,0.01904035683721304,0.6047556900978088,0.16699502229690552,18.008283799858013,0.433174102306366,16.639070693692236,0.4182228270173073
3,0.7915958309173584,0.014576826207339764,0.5368343681097031,0.24321366965770722,19.259806797005147,0.5166889142990112,19.999365436787603,0.5343139091134071
4,0.9845812749862671,0.012793185263872147,0.25307509422302243,0.24734189748764038,20.029823686000974,0.5811057162284851,20.566647666560467,0.5704316137731076
5,0.9270624399185181,0.012253548204898834,0.40572002410888675,0.3414978337287903,20.17422839782232,0.6096715641021728,21.533844434061514,0.6134917667508125
6,0.9657809591293335,0.010275931656360626,0.6088450288772583,0.565161281824112,21.090292774968205,0.6263529968261718,22.407258130078404,0.6331399047374725
7,0.9926247549057007,0.009116463474929332,0.5743576812744141,0.5694961357116699,21.67613048326175,0.6604200172424316,21.320767491533523,0.6563421618938446
8,0.9942436122894287,0.00854747550562024,0.6171740007400512,0.6150746512413025,21.82657397479119,0.6639150190353393,21.579730385821847,0.6566682758927346
9,0.9915473079681396,0.008291876912117004,0.6281004357337951,0.6026264023780823,22.016748980783287,0.6809825754165649,22.916005710535686,0.678494180738926
10,0.9934989309310913,0.008177953381091356,0.5829238867759705,0.5768005204200745,22.083286174676072,0.6929526329040527,22.964741422228734,0.6876817712187767
11,0.9960797333717346,0.00771828418597579,0.5999455976486207,0.592002444267273,22.39555690289762,0.7128087997436523,23.651718682510968,0.7070405939221382
12,0.9974787282943726,0.006719609815627336,0.6234993052482605,0.6187808990478516,23.108031948343815,0.728288447856903,22.66553562712479,0.7004594320058822
13,1.0071769285202026,0.006609394811093807,0.6403194522857666,0.6413659429550171,23.187214769849753,0.726321997642517,23.533836066147828,0.7169740918278694
14,0.9990686988830566,0.007556213214993477,0.5708726572990418,0.565489854812622,22.494469265517925,0.7241668224334716,22.25829726412468,0.7214290726184845
15,1.0034688854217528,0.007205297388136387,0.5457093691825867,0.5432699251174927,22.785976231889776,0.7321576762199402,22.105190824575768,0.7251447883248329
16,0.9887354850769043,0.006386293973773718,0.5381836009025573,0.5296288251876831,23.336696797680585,0.7497704124450684,22.958649860354843,0.7385769644379616
17,1.010518159866333,0.0063758911937475205,0.6245291376113892,0.6280757331848145,23.38672989263099,0.7520086479187011,24.11436633921309,0.7558487716317177
18,0.9968645238876342,0.006344387494027615,0.43695353031158446,0.4175670289993286,23.509508951433926,0.7604202318191529,23.653522283685366,0.7403123795986175
19,0.9910343027114868,0.006025851741433144,0.3610586130619049,0.3477063012123108,23.83276055243997,0.7777708840370178,23.76271208825511,0.7645072799921036
20,1.0033656549453736,0.005443828348070383,0.5522145485877991,0.5604969310760498,24.191827050078683,0.7878106188774109,24.393600677085054,0.7796826964616775
21,1.0036515760421754,0.005602623764425516,0.5774612188339233,0.5709265184402466,23.96121116548064,0.7916531252861023,23.321844710393282,0.7829112082719802
22,0.9987848377227784,0.00537715207785368,0.6570131731033325,0.6552356052398681,24.09414512493852,0.7900329542160034,22.857223641277074,0.7766899585723877
23,1.0027108502388,0.005608470756560564,0.6409161472320557,0.6414173078536988,23.87989656287678,0.7924494266510009,23.512788010954534,0.7814324301481247
24,1.001229271888733,0.005116231236606836,0.6702276945114136,0.6697698998451233,24.43264777930111,0.7992594838142395,25.140040953372843,0.7974876928329467
25,1.0008246755599977,0.004802195224910975,0.6240239691734314,0.6269435071945191,24.718352333132692,0.8073385286331177,24.9744298549539,0.7872631645202637
26,0.9933736801147461,0.004800691455602646,0.6591405987739563,0.637411105632782,24.64314323222982,0.8066250491142273,24.813147975944403,0.8022966784238815
27,1.005955457687378,0.004672699142247438,0.4720320177078247,0.4691531229019165,25.017123397770174,0.8141172885894775,25.037794235699202,0.8153333377838134
28,1.0121451425552368,0.005121487174183131,0.47451194763183596,0.4914572858810425,24.4081069201849,0.8184297394752502,25.260466525936227,0.818296657204628
29,1.0036776638031006,0.004757693223655224,0.5232619667053222,0.5266066455841064,24.797292798744316,0.8247142386436462,24.69017248063266,0.8055343437194824
30,0.9945201635360718,0.004742560088634491,0.5680836319923401,0.5677930498123169,24.73662201801073,0.8225489258766174,23.980607323310753,0.8085119566321373
31,0.9984304428100585,0.004455099869519472,0.5835907506942749,0.5786054635047913,25.096529983096183,0.8233540344238282,26.300163213730016,0.8308687937259674
32,0.9987772417068481,0.004557494316250086,0.5653695011138916,0.5701554822921753,24.914370065117353,0.8290679001808167,23.502791691308317,0.810658478140831
33,0.9950439739227295,0.00442824300378561,0.7422082734107971,0.7493499779701233,24.87455381871723,0.8241265344619751,24.756559397496165,0.8227440237998962
34,0.9968033123016358,0.004073400124907494,0.8139163637161255,0.817404477596283,25.281044819079042,0.8353525042533875,26.083977222352026,0.8326811355352401
35,0.9976088094711304,0.004672283725813031,0.8564230871200561,0.8546790719032288,24.494096782388198,0.8229522919654846,25.570365353792333,0.8295551615953446
36,0.9889313077926636,0.0035919630993157623,0.761061339378357,0.7390845775604248,26.026457128270764,0.8395194387435914,26.184139978165206,0.8370698535442352
37,0.9970649576187134,0.003926737140864134,0.7061248445510864,0.705553584098816,25.557342924772932,0.8378861665725708,24.66883678192401,0.8258155518770218
38,0.9961422562599183,0.004147328156977892,0.7821157789230346,0.7724788570404053,25.128222018296967,0.8340406727790832,25.07188356349106,0.8379858684539795
39,1.0026657104492187,0.004540183041244745,0.7164042377471924,0.7151680850982666,24.737869222956064,0.8280463671684265,25.46414890370533,0.8336964350938797
40,1.0102739071846008,0.0041225719638168816,0.6864797377586365,0.6901072716712952,25.243811684912213,0.8373739457130432,23.821943628471836,0.8218662887811661
41,1.0013650894165038,0.004505730494856835,0.6792076182365417,0.67795734167099,24.745494164931383,0.8368139910697937,25.216767564859666,0.8376968216896057
42,0.9993425178527832,0.004212851291522384,0.6867552542686463,0.686435067653656,25.13794588022547,0.8423669862747193,25.90390766874941,0.8423084533214569
43,0.9982540464401245,0.004017283627763391,0.6956647872924805,0.6973723936080932,25.313268273641548,0.8466800999641418,26.289592093827675,0.8496153753995895
44,1.0005213236808777,0.003849128810688853,0.7276318216323853,0.7264297723770141,25.47873494361105,0.8485048627853393,25.754848569786432,0.8458301401138306
45,0.9977992177009583,0.0036028490494936704,0.7297902250289917,0.7275929975509644,25.862999742076767,0.8521356892585754,25.685621086689533,0.8407682520151138
46,0.9992486310005187,0.0034019216429442166,0.7404683566093445,0.7372890853881836,26.158495017019845,0.849899365901947,26.737392159054103,0.8575322860479355
47,1.0033150100708008,0.0033448429126292467,0.7467167663574219,0.7507533025741577,26.149908460110428,0.8587951588630677,27.073825839318012,0.8580313271284103
48,1.0001137089729308,0.0035573943611234425,0.7534535765647888,0.7463373517990113,25.918322918171143,0.8566739153862,26.171345212537098,0.8588968706130982
49,1.0063571786880494,0.0036920707020908594,0.6698160004615784,0.6747828221321106,25.811520326393012,0.8512762069702149,25.913854299015362,0.8351722943782807
50,0.9883999872207642,0.00411296846345067,0.6180463194847107,0.5978408145904541,25.206917829151056,0.8454368567466736,26.737439354716123,0.8465363937616348
